,qseqid,qspecies,sseqid,sspecies,dN,dS,dN/dS
72831,Gorai.009G145200.1,Grai,maker-SEQ_367-snap-gene-161.78-mRNA-1,kirkii,0.0098,0.0248,0.3941
72834,Gorai.009G145200.1,Grai,augustus_masked-SEQ_124981-processed-gene-0.22-mRNA-1,kokia,0.0093,0.0451,0.2057
72835,augustus_masked-SEQ_124981-processed-gene-0.22-mRNA-1,kokia,maker-SEQ_367-snap-gene-161.78-mRNA-1,kirkii,0.0045,0.0175,0.2541
72840,Gorai.009G145400.1,Grai,maker-SEQ_367-augustus-gene-161.64-mRNA-1,kirkii,0.0191,0.1275,0.1497
72843,Gorai.009G145400.1,Grai,maker-SEQ_124981-augustus-gene-0.40-mRNA-1,kokia,0.0216,0.1411,0.1532
72844,maker-SEQ_124981-augustus-gene-0.40-mRNA-1,kokia,maker-SEQ_367-augustus-gene-161.64-mRNA-1,kirkii,0.0061,0.031,0.1958
72849,Gorai.009G145800.1,Grai,snap_masked-SEQ_367-processed-gene-161.43-mRNA-1,kirkii,0.0033,0.0728,0.046
72852,Gorai.009G145800.1,Grai,maker-SEQ_124981-augustus-gene-0.43-mRNA-1,kokia,0.0037,0.0836,0.0441
72853,maker-SEQ_124981-augustus-gene-0.43-mRNA-1,kokia,snap_masked-SEQ_367-processed-gene-161.43-mRNA-1,kirkii,0.0236,0.1225,0.1928
72858,Gorai.009G146200.1,Grai,maker-SEQ_367-snap-gene-160.85-mRNA-1,kirkii,0.0044,0.062,0.0712
72861,Gorai.009G146200.1,Grai,maker-SEQ_117022-augustus-gene-0.21-mRNA-1,kokia,0.0094,0.0827,0.1133
72862,maker-SEQ_117022-augustus-gene-0.21-mRNA-1,kokia,maker-SEQ_367-snap-gene-160.85-mRNA-1,kirkii,0.0051,0.0299,0.1714
72867,Gorai.009G146300.1,Grai,genemark-SEQ_367-processed-gene-160.37-mRNA-1,kirkii,0.0096,0.0743,0.1295
72870,Gorai.009G146300.1,Grai,genemark-SEQ_117022-processed-gene-0.7-mRNA-1,kokia,0.0131,0.0769,0.1707
72871,genemark-SEQ_117022-processed-gene-0.7-mRNA-1,kokia,genemark-SEQ_367-processed-gene-160.37-mRNA-1,kirkii,0.0044,0.0323,0.1357
72876,Gorai.009G146500.1,Grai,maker-SEQ_367-augustus-gene-160.79-mRNA-1,kirkii,0.0072,0.0991,0.0723
72879,Gorai.009G146500.1,Grai,maker-SEQ_117022-augustus-gene-0.22-mRNA-1,kokia,0.0099,0.1093,0.0907
72880,maker-SEQ_117022-augustus-gene-0.22-mRNA-1,kokia,maker-SEQ_367-augustus-gene-160.79-mRNA-1,kirkii,0.0073,0.0162,0.4509
72885,Gorai.009G147300.1,Grai,augustus_masked-SEQ_367-processed-gene-160.0-mRNA-1,kirkii,0.0088,0.0556,0.158
72888,Gorai.009G147300.1,Grai,genemark-SEQ_129223-processed-gene-0.6-mRNA-1,kokia,0.0114,0.0677,0.1681
72889,augustus_masked-SEQ_367-processed-gene-160.0-mRNA-1,kirkii,genemark-SEQ_129223-processed-gene-0.6-mRNA-1,kokia,0.0075,0.0199,0.3789
72894,Gorai.009G147700.1,Grai,maker-SEQ_367-snap-gene-159.62-mRNA-1,kirkii,0.0043,0.0512,0.0832
72897,Gorai.009G147700.1,Grai,maker-SEQ_127680-augustus-gene-0.11-mRNA-1,kokia,0.0069,0.0485,0.1414
72898,maker-SEQ_127680-augustus-gene-0.11-mRNA-1,kokia,maker-SEQ_367-snap-gene-159.62-mRNA-1,kirkii,0.0042,0.0294,0.1426
72903,Gorai.009G148000.1,Grai,maker-SEQ_367-augustus-gene-159.58-mRNA-1,kirkii,0.0127,0.1179,0.1077
72906,Gorai.009G148000.1,Grai,augustus_masked-SEQ_129116-processed-gene-0.13-mRNA-1,kokia,0.013,0.0927,0.14
72907,augustus_masked-SEQ_129116-processed-gene-0.13-mRNA-1,kokia,maker-SEQ_367-augustus-gene-159.58-mRNA-1,kirkii,0.0083,0.0562,0.1471
72912,Gorai.009G148500.1,Grai,maker-SEQ_367-augustus-gene-159.50-mRNA-1,kirkii,0.0079,0.0577,0.1374
72915,Gorai.009G148500.1,Grai,maker-SEQ_129116-augustus-gene-0.27-mRNA-1,kokia,0.0082,0.0763,0.1079
72916,maker-SEQ_129116-augustus-gene-0.27-mRNA-1,kokia,maker-SEQ_367-augustus-gene-159.50-mRNA-1,kirkii,0.0025,0.0476,0.0527
72921,Gorai.009G148900.1,Grai,maker-SEQ_367-snap-gene-158.89-mRNA-1,kirkii,0.0307,0.1415,0.2169
72924,Gorai.009G148900.1,Grai,maker-SEQ_130424-augustus-gene-1.58-mRNA-1,kokia,0.0235,0.1219,0.1932
72925,maker-SEQ_130424-augustus-gene-1.58-mRNA-1,kokia,maker-SEQ_367-snap-gene-158.89-mRNA-1,kirkii,0.0186,0.1005,0.1852
72930,Gorai.009G149000.1,Grai,maker-SEQ_367-augustus-gene-158.73-mRNA-1,kirkii,0.0215,0.1234,0.1739
72933,Gorai.009G149000.1,Grai,maker-SEQ_130424-augustus-gene-1.57-mRNA-1,kokia,0.016,0.1176,0.1358
72934,maker-SEQ_130424-augustus-gene-1.57-mRNA-1,kokia,maker-SEQ_367-augustus-gene-158.73-mRNA-1,kirkii,0.011,0.0796,0.1377
72939,Gorai.009G149200.1,Grai,maker-SEQ_367-snap-gene-158.87-mRNA-1,kirkii,0.0045,0.083,0.0541
72942,Gorai.009G149200.1,Grai,maker-SEQ_130424-augustus-gene-1.56-mRNA-1,kokia,0.0099,0.1161,0.0856
72943,maker-SEQ_130424-augustus-gene-1.56-mRNA-1,kokia,maker-SEQ_367-snap-gene-158.87-mRNA-1,kirkii,0.0108,0.0839,0.1287
72948,Gorai.009G149300.1,Grai,maker-SEQ_367-augustus-gene-158.71-mRNA-1,kirkii,0.0102,0.1008,0.1007
72951,Gorai.009G149300.1,Grai,maker-SEQ_130424-augustus-gene-1.55-mRNA-1,kokia,0.0102,0.0879,0.1157
72952,maker-SEQ_130424-augustus-gene-1.55-mRNA-1,kokia,maker-SEQ_367-augustus-gene-158.71-mRNA-1,kirkii,0.0,0.0115,0.001
72957,Gorai.009G150300.1,Grai,maker-SEQ_367-snap-gene-157.76-mRNA-1,kirkii,0.009,0.0647,0.1395
72960,Gorai.009G150300.1,Grai,maker-SEQ_130424-augustus-gene-1.53-mRNA-1,kokia,0.0125,0.0615,0.2032
72961,maker-SEQ_130424-augustus-gene-1.53-mRNA-1,kokia,maker-SEQ_367-snap-gene-157.76-mRNA-1,kirkii,0.008,0.0351,0.2287
72966,Gorai.009G150700.1,Grai,genemark-SEQ_367-processed-gene-157.8-mRNA-1,kirkii,0.0009,0.0546,0.0162
72969,Gorai.009G150700.1,Grai,genemark-SEQ_130424-processed-gene-0.10-mRNA-1,kokia,0.0026,0.09,0.0292
72970,genemark-SEQ_130424-processed-gene-0.10-mRNA-1,kokia,genemark-SEQ_367-processed-gene-157.8-mRNA-1,kirkii,0.0018,0.0724,0.0243
72975,Gorai.009G150800.1,Grai,maker-SEQ_367-augustus-gene-157.60-mRNA-1,kirkii,0.0065,0.0504,0.1291
72978,Gorai.009G150800.1,Grai,maker-SEQ_130424-augustus-gene-0.36-mRNA-1,kokia,0.0083,0.0508,0.1638
72979,maker-SEQ_130424-augustus-gene-0.36-mRNA-1,kokia,maker-SEQ_367-augustus-gene-157.60-mRNA-1,kirkii,0.0042,0.0222,0.1906
72984,Gorai.009G151100.1,Grai,augustus_masked-SEQ_367-processed-gene-157.21-mRNA-1,kirkii,0.0103,0.1483,0.0693
72987,Gorai.009G151100.1,Grai,maker-SEQ_130424-augustus-gene-0.33-mRNA-1,kokia,0.0021,0.0645,0.0321
72988,augustus_masked-SEQ_367-processed-gene-157.21-mRNA-1,kirkii,maker-SEQ_130424-augustus-gene-0.33-mRNA-1,kokia,0.0062,0.0747,0.0826
72993,Gorai.009G151600.1,Grai,maker-SEQ_367-snap-gene-156.75-mRNA-1,kirkii,0.0055,0.0676,0.0814
72996,Gorai.009G151600.1,Grai,maker-SEQ_128655-augustus-gene-0.23-mRNA-1,kokia,0.0066,0.0717,0.0922
72997,maker-SEQ_128655-augustus-gene-0.23-mRNA-1,kokia,maker-SEQ_367-snap-gene-156.75-mRNA-1,kirkii,0.0007,0.0404,0.0185
73002,Gorai.009G151800.1,Grai,maker-SEQ_367-augustus-gene-156.63-mRNA-1,kirkii,0.0107,0.0228,0.4688
73005,Gorai.009G151800.1,Grai,maker-SEQ_128655-augustus-gene-0.24-mRNA-1,kokia,0.0114,0.0368,0.3108
73006,maker-SEQ_128655-augustus-gene-0.24-mRNA-1,kokia,maker-SEQ_367-augustus-gene-156.63-mRNA-1,kirkii,0.0013,0.0265,0.0493
73011,Gorai.009G152200.1,Grai,maker-SEQ_367-augustus-gene-156.62-mRNA-1,kirkii,0.0078,0.0366,0.2124
73014,Gorai.009G152200.1,Grai,maker-SEQ_128655-augustus-gene-0.25-mRNA-1,kokia,0.0071,0.0432,0.1633
73015,maker-SEQ_128655-augustus-gene-0.25-mRNA-1,kokia,maker-SEQ_367-augustus-gene-156.62-mRNA-1,kirkii,0.0044,0.0337,0.1318
73020,Gorai.009G152500.1,Grai,genemark-SEQ_367-processed-gene-156.21-mRNA-1,kirkii,0.0106,0.0513,0.2058
73023,Gorai.009G152500.1,Grai,maker-SEQ_128655-augustus-gene-0.26-mRNA-1,kokia,0.0091,0.053,0.1725
73024,genemark-SEQ_367-processed-gene-156.21-mRNA-1,kirkii,maker-SEQ_128655-augustus-gene-0.26-mRNA-1,kokia,0.0039,0.0213,0.1814
73029,Gorai.009G152600.1,Grai,maker-SEQ_367-augustus-gene-156.69-mRNA-1,kirkii,0.0068,0.0571,0.1191
73032,Gorai.009G152600.1,Grai,genemark-SEQ_129266-processed-gene-0.0-mRNA-1,kokia,0.0072,0.058,0.1246
73033,genemark-SEQ_129266-processed-gene-0.0-mRNA-1,kokia,maker-SEQ_367-augustus-gene-156.69-mRNA-1,kirkii,0.0026,0.0323,0.0796
73038,Gorai.009G152900.1,Grai,maker-SEQ_367-augustus-gene-156.66-mRNA-1,kirkii,0.0047,0.0815,0.0581
73041,Gorai.009G152900.1,Grai,maker-SEQ_129266-augustus-gene-0.23-mRNA-1,kokia,0.0048,0.0663,0.0722
73042,maker-SEQ_129266-augustus-gene-0.23-mRNA-1,kokia,maker-SEQ_367-augustus-gene-156.66-mRNA-1,kirkii,0.0044,0.0352,0.1261
73047,Gorai.009G153000.1,Grai,maker-SEQ_367-augustus-gene-156.65-mRNA-1,kirkii,0.009,0.1075,0.0837
73050,Gorai.009G153000.1,Grai,genemark-SEQ_130378-processed-gene-0.0-mRNA-1,kokia,0.0072,0.1087,0.0659
73051,genemark-SEQ_130378-processed-gene-0.0-mRNA-1,kokia,maker-SEQ_367-augustus-gene-156.65-mRNA-1,kirkii,0.0019,0.0699,0.0275
73056,Gorai.009G153400.1,Grai,maker-SEQ_367-augustus-gene-155.67-mRNA-1,kirkii,0.0028,0.0805,0.0351
73059,Gorai.009G153400.1,Grai,maker-SEQ_130378-augustus-gene-0.43-mRNA-1,kokia,0.0039,0.0755,0.0511
73060,maker-SEQ_130378-augustus-gene-0.43-mRNA-1,kokia,maker-SEQ_367-augustus-gene-155.67-mRNA-1,kirkii,0.0009,0.043,0.0206
73065,Gorai.009G153900.1,Grai,maker-SEQ_367-snap-gene-155.81-mRNA-1,kirkii,0.0193,0.0721,0.2684
73068,Gorai.009G153900.1,Grai,genemark-SEQ_130378-processed-gene-0.4-mRNA-1,kokia,0.0103,0.0644,0.1591
73069,genemark-SEQ_130378-processed-gene-0.4-mRNA-1,kokia,maker-SEQ_367-snap-gene-155.81-mRNA-1,kirkii,0.0071,0.0611,0.1163
73074,Gorai.009G154000.1,Grai,maker-SEQ_367-snap-gene-155.75-mRNA-1,kirkii,0.0048,0.0774,0.0617
73077,Gorai.009G154000.1,Grai,augustus_masked-SEQ_130378-processed-gene-0.32-mRNA-1,kokia,0.0049,0.0758,0.0646
73078,augustus_masked-SEQ_130378-processed-gene-0.32-mRNA-1,kokia,maker-SEQ_367-snap-gene-155.75-mRNA-1,kirkii,0.0024,0.0485,0.049
73083,Gorai.009G154300.1,Grai,maker-SEQ_367-augustus-gene-155.65-mRNA-1,kirkii,0.008,0.0543,0.1468
73086,Gorai.009G154300.1,Grai,maker-SEQ_130378-augustus-gene-0.45-mRNA-1,kokia,0.0203,0.0691,0.2938
73087,maker-SEQ_130378-augustus-gene-0.45-mRNA-1,kokia,maker-SEQ_367-augustus-gene-155.65-mRNA-1,kirkii,0.0118,0.0116,1.0168
73092,Gorai.009G154400.1,Grai,maker-SEQ_367-augustus-gene-155.64-mRNA-1,kirkii,0.009,0.0951,0.0948
73095,Gorai.009G154400.1,Grai,maker-SEQ_130378-augustus-gene-0.46-mRNA-1,kokia,0.0143,0.1239,0.1155
73096,maker-SEQ_130378-augustus-gene-0.46-mRNA-1,kokia,maker-SEQ_367-augustus-gene-155.64-mRNA-1,kirkii,0.0095,0.0428,0.221
73101,Gorai.009G154800.1,Grai,maker-SEQ_367-augustus-gene-154.68-mRNA-1,kirkii,0.0123,0.0847,0.145
73104,Gorai.009G154800.1,Grai,augustus_masked-SEQ_130378-processed-gene-1.47-mRNA-1,kokia,0.0153,0.0729,0.2102
73105,augustus_masked-SEQ_130378-processed-gene-1.47-mRNA-1,kokia,maker-SEQ_367-augustus-gene-154.68-mRNA-1,kirkii,0.0051,0.0475,0.1079
73110,Gorai.009G155500.1,Grai,maker-SEQ_367-augustus-gene-154.63-mRNA-1,kirkii,0.0109,0.0829,0.1316
73113,Gorai.009G155500.1,Grai,augustus_masked-SEQ_130378-processed-gene-1.52-mRNA-1,kokia,0.009,0.0643,0.1393
73114,augustus_masked-SEQ_130378-processed-gene-1.52-mRNA-1,kokia,maker-SEQ_367-augustus-gene-154.63-mRNA-1,kirkii,0.014,0.0325,0.4313
73119,Gorai.009G155800.1,Grai,augustus_masked-SEQ_367-processed-gene-154.1-mRNA-1,kirkii,0.0115,0.113,0.1018
73122,Gorai.009G155800.1,Grai,augustus_masked-SEQ_130378-processed-gene-1.54-mRNA-1,kokia,0.0124,0.187,0.0663
73123,augustus_masked-SEQ_130378-processed-gene-1.54-mRNA-1,kokia,augustus_masked-SEQ_367-processed-gene-154.1-mRNA-1,kirkii,0.0181,0.1812,0.0999
73128,Gorai.009G156700.1,Grai,augustus_masked-SEQ_367-processed-gene-132.11-mRNA-1,kirkii,0.0088,0.0872,0.1006
73131,Gorai.009G156700.1,Grai,augustus_masked-SEQ_126535-processed-gene-0.65-mRNA-1,kokia,0.0123,0.1105,0.1115
73132,augustus_masked-SEQ_126535-processed-gene-0.65-mRNA-1,kokia,augustus_masked-SEQ_367-processed-gene-132.11-mRNA-1,kirkii,0.0034,0.0042,0.8244
73137,Gorai.009G157000.1,Grai,maker-SEQ_367-augustus-gene-132.68-mRNA-1,kirkii,0.0051,0.0579,0.0881
73140,Gorai.009G157000.1,Grai,augustus_masked-SEQ_126535-processed-gene-0.62-mRNA-1,kokia,0.0077,0.0394,0.196
73141,augustus_masked-SEQ_126535-processed-gene-0.62-mRNA-1,kokia,maker-SEQ_367-augustus-gene-132.68-mRNA-1,kirkii,0.0025,0.0412,0.0612
73146,Gorai.009G157300.1,Grai,maker-SEQ_367-augustus-gene-132.70-mRNA-1,kirkii,0.0074,0.0592,0.1243
73149,Gorai.009G157300.1,Grai,maker-SEQ_126535-augustus-gene-0.97-mRNA-1,kokia,0.0074,0.0596,0.1236
73150,maker-SEQ_126535-augustus-gene-0.97-mRNA-1,kokia,maker-SEQ_367-augustus-gene-132.70-mRNA-1,kirkii,0.0,0.022,0.001
73155,Gorai.009G157400.1,Grai,maker-SEQ_367-augustus-gene-132.71-mRNA-1,kirkii,0.0052,0.075,0.0696
73158,Gorai.009G157400.1,Grai,maker-SEQ_126535-augustus-gene-0.96-mRNA-1,kokia,0.0058,0.0731,0.0794
73159,maker-SEQ_126535-augustus-gene-0.96-mRNA-1,kokia,maker-SEQ_367-augustus-gene-132.71-mRNA-1,kirkii,0.0067,0.0227,0.2974
73164,Gorai.009G157600.1,Grai,maker-SEQ_367-snap-gene-132.74-mRNA-1,kirkii,0.0163,0.1123,0.1454
73167,Gorai.009G157600.1,Grai,maker-SEQ_126535-augustus-gene-0.107-mRNA-1,kokia,0.0147,0.1749,0.0841
73168,maker-SEQ_126535-augustus-gene-0.107-mRNA-1,kokia,maker-SEQ_367-snap-gene-132.74-mRNA-1,kirkii,0.0108,0.0562,0.1925
73173,Gorai.009G157900.1,Grai,maker-SEQ_367-augustus-gene-133.55-mRNA-1,kirkii,0.0092,0.0841,0.1099
73176,Gorai.009G157900.1,Grai,augustus_masked-SEQ_126535-processed-gene-0.56-mRNA-1,kokia,0.0109,0.1007,0.1085
73177,augustus_masked-SEQ_126535-processed-gene-0.56-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.55-mRNA-1,kirkii,0.004,0.0511,0.0777
73182,Gorai.009G158300.1,Grai,maker-SEQ_367-augustus-gene-133.56-mRNA-1,kirkii,0.0202,0.1245,0.1623
73185,Gorai.009G158300.1,Grai,genemark-SEQ_126535-processed-gene-0.9-mRNA-1,kokia,0.0216,0.076,0.2843
73186,genemark-SEQ_126535-processed-gene-0.9-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.56-mRNA-1,kirkii,0.0068,0.0344,0.1969
73191,Gorai.009G158400.1,Grai,maker-SEQ_367-augustus-gene-133.57-mRNA-1,kirkii,0.0033,0.0869,0.0376
73194,Gorai.009G158400.1,Grai,maker-SEQ_126535-augustus-gene-0.91-mRNA-1,kokia,0.005,0.0841,0.059
73195,maker-SEQ_126535-augustus-gene-0.91-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.57-mRNA-1,kirkii,0.0031,0.0669,0.0459
73200,Gorai.009G158600.1,Grai,genemark-SEQ_367-processed-gene-133.28-mRNA-1,kirkii,0.0079,0.0851,0.0931
73203,Gorai.009G158600.1,Grai,genemark-SEQ_126535-processed-gene-0.7-mRNA-1,kokia,0.0056,0.0695,0.0801
73204,genemark-SEQ_126535-processed-gene-0.7-mRNA-1,kokia,genemark-SEQ_367-processed-gene-133.28-mRNA-1,kirkii,0.0031,0.0312,0.1008
73209,Gorai.009G158900.1,Grai,maker-SEQ_367-augustus-gene-133.51-mRNA-1,kirkii,0.0095,0.0455,0.2094
73212,Gorai.009G158900.1,Grai,genemark-SEQ_126535-processed-gene-0.33-mRNA-1,kokia,0.008,0.0592,0.1354
73213,genemark-SEQ_126535-processed-gene-0.33-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.51-mRNA-1,kirkii,0.0015,0.0295,0.0512
73218,Gorai.009G159000.1,Grai,maker-SEQ_367-augustus-gene-133.62-mRNA-1,kirkii,0.0009,0.0708,0.0131
73221,Gorai.009G159000.1,Grai,maker-SEQ_126535-augustus-gene-0.87-mRNA-1,kokia,0.001,0.0843,0.0113
73222,maker-SEQ_126535-augustus-gene-0.87-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.62-mRNA-1,kirkii,0.0,0.0343,0.001
73227,Gorai.009G159100.1,Grai,maker-SEQ_367-augustus-gene-133.52-mRNA-1,kirkii,0.0092,0.0717,0.1289
73230,Gorai.009G159100.1,Grai,maker-SEQ_126535-augustus-gene-0.102-mRNA-1,kokia,0.0094,0.0841,0.1121
73231,maker-SEQ_126535-augustus-gene-0.102-mRNA-1,kokia,maker-SEQ_367-augustus-gene-133.52-mRNA-1,kirkii,0.0043,0.0267,0.1622
73236,Gorai.009G159300.1,Grai,maker-SEQ_367-augustus-gene-134.79-mRNA-1,kirkii,0.0016,0.0602,0.0269
73239,Gorai.009G159300.1,Grai,maker-SEQ_126535-augustus-gene-0.86-mRNA-1,kokia,0.0016,0.0598,0.0269
73240,maker-SEQ_126535-augustus-gene-0.86-mRNA-1,kokia,maker-SEQ_367-augustus-gene-134.79-mRNA-1,kirkii,0.0054,0.0521,0.1029
73245,Gorai.009G159800.1,Grai,maker-SEQ_367-augustus-gene-134.85-mRNA-1,kirkii,0.0085,0.0833,0.1024
73248,Gorai.009G159800.1,Grai,genemark-SEQ_130090-processed-gene-0.11-mRNA-1,kokia,0.0052,0.1083,0.0484
73249,genemark-SEQ_130090-processed-gene-0.11-mRNA-1,kokia,maker-SEQ_367-augustus-gene-134.85-mRNA-1,kirkii,0.008,0.0421,0.1901
73254,Gorai.009G160800.1,Grai,maker-SEQ_367-augustus-gene-134.88-mRNA-1,kirkii,0.0066,0.0776,0.0854
73257,Gorai.009G160800.1,Grai,maker-SEQ_130090-augustus-gene-1.50-mRNA-1,kokia,0.0067,0.0505,0.1322
73258,maker-SEQ_130090-augustus-gene-1.50-mRNA-1,kokia,maker-SEQ_367-augustus-gene-134.88-mRNA-1,kirkii,0.0065,0.0475,0.1375
73263,Gorai.009G162400.1,Grai,maker-SEQ_367-augustus-gene-136.73-mRNA-1,kirkii,0.0247,0.3611,0.0685
73266,Gorai.009G162400.1,Grai,maker-SEQ_130090-augustus-gene-2.62-mRNA-1,kokia,0.0267,0.3447,0.0776
73267,maker-SEQ_130090-augustus-gene-2.62-mRNA-1,kokia,maker-SEQ_367-augustus-gene-136.73-mRNA-1,kirkii,0.0021,0.0128,0.1646
73272,Gorai.009G162600.1,Grai,maker-SEQ_367-snap-gene-136.93-mRNA-1,kirkii,0.0185,0.0584,0.3162
73275,Gorai.009G162600.1,Grai,maker-SEQ_130090-augustus-gene-2.69-mRNA-1,kokia,0.0328,0.176,0.1866
73276,maker-SEQ_130090-augustus-gene-2.69-mRNA-1,kokia,maker-SEQ_367-snap-gene-136.93-mRNA-1,kirkii,0.0265,0.1325,0.2003
73281,Gorai.009G162900.1,Grai,maker-SEQ_367-augustus-gene-136.83-mRNA-1,kirkii,0.0261,0.1171,0.2228
73284,Gorai.009G162900.1,Grai,maker-SEQ_130090-augustus-gene-2.71-mRNA-1,kokia,0.0158,0.1182,0.1335
73285,maker-SEQ_130090-augustus-gene-2.71-mRNA-1,kokia,maker-SEQ_367-augustus-gene-136.83-mRNA-1,kirkii,0.0193,0.0374,0.5148
73290,Gorai.009G163200.1,Grai,genemark-SEQ_367-processed-gene-136.26-mRNA-1,kirkii,0.0238,0.1412,0.1686
73293,Gorai.009G163200.1,Grai,genemark-SEQ_130090-processed-gene-2.38-mRNA-1,kokia,0.0162,0.0724,0.2236
73294,genemark-SEQ_130090-processed-gene-2.38-mRNA-1,kokia,genemark-SEQ_367-processed-gene-136.26-mRNA-1,kirkii,0.0123,0.0358,0.3445
73299,Gorai.009G163400.1,Grai,maker-SEQ_367-augustus-gene-136.75-mRNA-1,kirkii,0.0117,0.0926,0.1268
73302,Gorai.009G163400.1,Grai,maker-SEQ_130090-augustus-gene-2.64-mRNA-1,kokia,0.0151,0.1066,0.142
73303,maker-SEQ_130090-augustus-gene-2.64-mRNA-1,kokia,maker-SEQ_367-augustus-gene-136.75-mRNA-1,kirkii,0.0034,0.0279,0.1206
73308,Gorai.009G163500.1,Grai,maker-SEQ_367-snap-gene-136.89-mRNA-1,kirkii,0.0062,0.0467,0.1328
73311,Gorai.009G163500.1,Grai,maker-SEQ_130090-augustus-gene-2.65-mRNA-1,kokia,0.0039,0.0476,0.0809
73312,maker-SEQ_130090-augustus-gene-2.65-mRNA-1,kokia,maker-SEQ_367-snap-gene-136.89-mRNA-1,kirkii,0.0014,0.0387,0.035
73317,Gorai.009G163700.1,Grai,augustus_masked-SEQ_367-processed-gene-136.16-mRNA-1,kirkii,0.0133,0.1551,0.0858
73320,Gorai.009G163700.1,Grai,genemark-SEQ_130090-processed-gene-2.55-mRNA-1,kokia,0.0103,0.1024,0.101
73321,augustus_masked-SEQ_367-processed-gene-136.16-mRNA-1,kirkii,genemark-SEQ_130090-processed-gene-2.55-mRNA-1,kokia,0.0063,0.077,0.0812
73326,Gorai.009G164000.1,Grai,maker-SEQ_367-augustus-gene-136.80-mRNA-1,kirkii,0.0164,0.0708,0.2311
73329,Gorai.009G164000.1,Grai,augustus_masked-SEQ_130090-processed-gene-2.16-mRNA-1,kokia,0.0209,0.0661,0.3159
73330,augustus_masked-SEQ_130090-processed-gene-2.16-mRNA-1,kokia,maker-SEQ_367-augustus-gene-136.80-mRNA-1,kirkii,0.0037,0.0241,0.1519
73335,Gorai.009G164100.1,Grai,genemark-SEQ_367-processed-gene-137.1-mRNA-1,kirkii,0.0072,0.0502,0.143
73338,Gorai.009G164100.1,Grai,genemark-SEQ_130090-processed-gene-2.58-mRNA-1,kokia,0.0071,0.063,0.1134
73339,genemark-SEQ_130090-processed-gene-2.58-mRNA-1,kokia,genemark-SEQ_367-processed-gene-137.1-mRNA-1,kirkii,0.0031,0.0335,0.0926
73344,Gorai.009G164700.1,Grai,maker-SEQ_367-snap-gene-137.95-mRNA-1,kirkii,0.0101,0.0606,0.1667
73347,Gorai.009G164700.1,Grai,maker-SEQ_117845-augustus-gene-0.22-mRNA-1,kokia,0.0196,0.1351,0.1447
73348,maker-SEQ_117845-augustus-gene-0.22-mRNA-1,kokia,maker-SEQ_367-snap-gene-137.95-mRNA-1,kirkii,0.0187,0.1306,0.1431
73353,Gorai.009G164900.1,Grai,maker-SEQ_367-augustus-gene-137.80-mRNA-1,kirkii,0.0195,0.0907,0.2145
73356,Gorai.009G164900.1,Grai,augustus_masked-SEQ_117845-processed-gene-0.19-mRNA-1,kokia,0.021,0.0829,0.2531
73357,augustus_masked-SEQ_117845-processed-gene-0.19-mRNA-1,kokia,maker-SEQ_367-augustus-gene-137.80-mRNA-1,kirkii,0.0052,0.021,0.2462
73362,Gorai.009G165100.1,Grai,maker-SEQ_367-augustus-gene-137.81-mRNA-1,kirkii,0.0027,0.0519,0.0521
73365,Gorai.009G165100.1,Grai,maker-SEQ_117845-augustus-gene-0.24-mRNA-1,kokia,0.006,0.0379,0.1594
73366,maker-SEQ_117845-augustus-gene-0.24-mRNA-1,kokia,maker-SEQ_367-augustus-gene-137.81-mRNA-1,kirkii,0.0061,0.0321,0.1907
73371,Gorai.009G165200.1,Grai,maker-SEQ_367-augustus-gene-137.82-mRNA-1,kirkii,0.0038,0.0759,0.0504
73374,Gorai.009G165200.1,Grai,maker-SEQ_117845-augustus-gene-0.23-mRNA-1,kokia,0.0064,0.0686,0.0925
73375,maker-SEQ_117845-augustus-gene-0.23-mRNA-1,kokia,maker-SEQ_367-augustus-gene-137.82-mRNA-1,kirkii,0.0024,0.0128,0.1869
73380,Gorai.009G165300.1,Grai,maker-SEQ_367-augustus-gene-137.87-mRNA-1,kirkii,0.0129,0.0565,0.2274
73383,Gorai.009G165300.1,Grai,augustus_masked-SEQ_128663-processed-gene-0.33-mRNA-1,kokia,0.0167,0.0761,0.2196
73384,augustus_masked-SEQ_128663-processed-gene-0.33-mRNA-1,kokia,maker-SEQ_367-augustus-gene-137.87-mRNA-1,kirkii,0.0051,0.0413,0.1227
73389,Gorai.009G165700.1,Grai,maker-SEQ_367-augustus-gene-138.53-mRNA-1,kirkii,0.0132,0.0669,0.1968
73392,Gorai.009G165700.1,Grai,maker-SEQ_128663-augustus-gene-0.50-mRNA-1,kokia,0.014,0.0797,0.1756
73393,maker-SEQ_128663-augustus-gene-0.50-mRNA-1,kokia,maker-SEQ_367-augustus-gene-138.53-mRNA-1,kirkii,0.0028,0.0284,0.0984
73398,Gorai.009G165900.1,Grai,maker-SEQ_367-snap-gene-138.66-mRNA-1,kirkii,0.0193,0.076,0.2534
73401,Gorai.009G165900.1,Grai,maker-SEQ_128663-augustus-gene-0.46-mRNA-1,kokia,0.0164,0.112,0.1461
