,qseqid,sseqid,dN,dS,dN/dS
6597,Thecc1EG020810t1,Gorai.011G167800.1,0.0389,0.5158,0.0754
6598,Thecc1EG020811t1,Gorai.005G047200.1,0.0576,0.6428,0.0896
6599,Thecc1EG046772t1,Gorai.005G047100.1,0.0466,0.5264,0.0885
6600,Thecc1EG020815t1,Gorai.005G047700.1,0.0572,0.5453,0.1049
6601,Thecc1EG020816t1,Gorai.006G247600.1,0.0543,0.8737,0.0621
6602,Thecc1EG020818t1,Gorai.005G047800.1,0.0437,0.3231,0.1353
6603,Thecc1EG020819t1,Gorai.011G172000.1,0.0653,0.4116,0.1587
6604,Thecc1EG020821t1,Gorai.006G247800.1,0.0228,0.5961,0.0383
6605,Thecc1EG020826t1,Gorai.005G048100.1,0.0353,0.434,0.0814
6606,Thecc1EG020831t1,Gorai.011G172300.1,0.0287,0.4571,0.0628
6607,Thecc1EG020832t1,Gorai.006G248800.1,0.0347,0.4535,0.0764
6608,Thecc1EG020835t1,Gorai.005G048300.1,0.0937,1.2581,0.0745
6609,Thecc1EG020838t1,Gorai.006G249000.1,0.021,0.3098,0.0678
6610,Thecc1EG020848t1,Gorai.005G048800.1,0.0689,0.6379,0.1081
6611,Thecc1EG020857t1,Gorai.006G071900.1,0.0392,0.6317,0.062
6612,Thecc1EG020863t1,Gorai.005G048900.1,0.0677,0.7139,0.0949
6613,Thecc1EG020864t1,Gorai.005G049000.1,0.0383,0.5502,0.0696
6614,Thecc1EG020866t1,Gorai.011G172500.1,0.0263,0.3478,0.0756
6615,Thecc1EG020867t1,Gorai.006G072000.1,0.0206,0.4262,0.0484
6616,Thecc1EG020868t1,Gorai.006G249700.1,0.0353,0.8499,0.0416
6617,Thecc1EG020871t1,Gorai.005G049300.1,0.0482,1.1928,0.0404
6618,Thecc1EG020877t1,Gorai.011G173200.1,0.05,0.8616,0.0581
6619,Thecc1EG020881t1,Gorai.006G072100.1,0.0277,0.7933,0.035
6620,Thecc1EG020884t1,Gorai.011G173700.1,0.0382,0.5844,0.0654
6621,Thecc1EG020885t1,Gorai.006G253700.1,0.0228,0.4409,0.0517
6622,Thecc1EG020891t1,Gorai.005G050300.1,0.0157,0.6726,0.0234
6623,Thecc1EG020892t1,Gorai.006G253500.1,0.0771,0.9956,0.0775
6624,Thecc1EG020901t1,Gorai.002G025600.1,0.0425,0.4479,0.0948
6625,Thecc1EG020902t1,Gorai.011G174600.1,0.0557,0.4314,0.1291
6626,Thecc1EG020904t1,Gorai.005G050500.1,0.0236,0.3613,0.0652
6627,Thecc1EG020906t1,Gorai.011G175100.1,0.0096,0.3972,0.0242
6628,Thecc1EG020907t1,Gorai.011G175300.1,0.0201,0.3398,0.0591
6629,Thecc1EG020908t1,Gorai.006G253000.1,0.011,0.4358,0.0252
6630,Thecc1EG020918t1,Gorai.011G175700.1,0.0636,0.5705,0.1114
6631,Thecc1EG020919t1,Gorai.006G252900.1,0.048,0.4314,0.1113
6632,Thecc1EG020920t1,Gorai.006G252800.1,0.0515,0.6172,0.0835
6633,Thecc1EG020922t1,Gorai.011G175900.1,0.1444,3.8211,0.0378
6634,Thecc1EG020927t1,Gorai.005G051100.1,0.0492,0.3535,0.1393
6635,Thecc1EG020929t1,Gorai.011G176700.1,0.0692,0.6168,0.1122
6636,Thecc1EG020931t1,Gorai.005G051200.1,0.0299,0.5753,0.052
6637,Thecc1EG020932t1,Gorai.006G252600.1,0.0786,0.5486,0.1433
6638,Thecc1EG020933t1,Gorai.005G051300.1,0.0317,0.3737,0.0849
6639,Thecc1EG020935t1,Gorai.011G177100.1,0.0618,0.6719,0.092
6640,Thecc1EG020936t1,Gorai.011G177200.1,0.0283,0.4891,0.0579
6641,Thecc1EG020938t1,Gorai.006G252400.1,0.0477,1.0371,0.046
6642,Thecc1EG020941t1,Gorai.005G051600.1,0.0312,0.355,0.0878
6643,Thecc1EG020943t1,Gorai.005G051900.1,0.0327,0.5332,0.0614
6644,Thecc1EG020947t1,Gorai.011G177400.1,0.0613,0.3974,0.1544
6645,Thecc1EG020948t1,Gorai.005G052100.1,0.0242,0.4692,0.0516
6646,Thecc1EG020950t1,Gorai.006G252000.1,0.0646,0.9013,0.0717
6647,Thecc1EG020953t1,Gorai.005G052500.1,0.0349,0.7625,0.0458
6648,Thecc1EG020954t1,Gorai.002G025900.1,0.0389,0.9403,0.0413
6649,Thecc1EG020955t1,Gorai.005G052900.1,0.0274,0.3968,0.0691
6650,Thecc1EG020967t1,Gorai.011G179100.1,0.0556,0.846,0.0657
6651,Thecc1EG020968t1,Gorai.005G053100.1,0.0502,0.5602,0.0896
6652,Thecc1EG020969t1,Gorai.006G251700.1,0.0527,0.5157,0.1023
6653,Thecc1EG020971t1,Gorai.002G026300.1,0.0581,0.8485,0.0685
6654,Thecc1EG020975t1,Gorai.006G072700.1,0.0492,0.975,0.0505
6655,Thecc1EG020982t1,Gorai.005G053400.1,0.0545,0.4623,0.118
6656,Thecc1EG020983t1,Gorai.011G178300.1,0.0352,0.6579,0.0534
6657,Thecc1EG020986t1,Gorai.006G251300.1,0.0095,0.3275,0.0291
6658,Thecc1EG020987t1,Gorai.006G251200.1,0.0575,0.5014,0.1146
6659,Thecc1EG020988t1,Gorai.011G178200.1,0.0285,0.4952,0.0576
6660,Thecc1EG020990t1,Gorai.005G053800.1,0.0349,0.5795,0.0601
6661,Thecc1EG020991t1,Gorai.011G177900.1,0.0503,0.433,0.1161
6662,Thecc1EG020992t1,Gorai.005G053900.1,0.0632,0.4936,0.128
6663,Thecc1EG020993t1,Gorai.011G177800.1,0.0413,0.4728,0.0873
6664,Thecc1EG021006t1,Gorai.005G054000.1,0.0371,0.7795,0.0476
6665,Thecc1EG021007t1,Gorai.005G054100.1,0.0545,0.4435,0.1229
6666,Thecc1EG021008t1,Gorai.011G179800.1,0.0481,0.4541,0.106
6667,Thecc1EG021010t1,Gorai.005G054200.1,0.0551,0.9367,0.0589
6668,Thecc1EG021011t1,Gorai.011G180100.1,0.0142,0.3287,0.0433
6669,Thecc1EG021016t1,Gorai.006G250700.1,0.0307,0.6727,0.0456
6670,Thecc1EG021017t1,Gorai.006G250600.1,0.051,0.325,0.1571
6671,Thecc1EG021019t1,Gorai.006G255000.1,0.0145,0.3233,0.0447
6672,Thecc1EG021022t1,Gorai.006G254900.1,0.0449,0.8801,0.051
6673,Thecc1EG021023t1,Gorai.005G054400.1,0.0445,0.3964,0.1124
6674,Thecc1EG021024t1,Gorai.006G254800.1,0.0222,0.3356,0.0663
6675,Thecc1EG021031t1,Gorai.005G054700.1,0.0569,0.6282,0.0905
6676,Thecc1EG021033t1,Gorai.006G254700.1,0.0738,0.5505,0.134
6677,Thecc1EG021034t1,Gorai.006G254500.1,0.0419,0.4898,0.0855
6678,Thecc1EG021035t1,Gorai.006G254400.1,0.0353,0.9044,0.039
6679,Thecc1EG021036t1,Gorai.006G254300.1,0.0393,0.5616,0.0699
6680,Thecc1EG021037t1,Gorai.006G254200.1,0.0274,0.7057,0.0388
6681,Thecc1EG021038t1,Gorai.005G055000.1,0.0486,0.3842,0.1266
6682,Thecc1EG021040t1,Gorai.005G055100.1,0.0434,0.3247,0.1336
6683,Thecc1EG021041t1,Gorai.007G269300.1,0.0947,2.3571,0.0402
6684,Thecc1EG021042t1,Gorai.011G180400.1,0.0372,0.3442,0.108
6685,Thecc1EG021043t1,Gorai.006G254000.1,0.0239,0.3324,0.072
6686,Thecc1EG021045t1,Gorai.005G055200.1,0.0225,0.9571,0.0235
6687,Thecc1EG021046t1,Gorai.006G253900.1,0.0393,0.4924,0.0798
6688,Thecc1EG021048t1,Gorai.006G255200.1,0.0545,0.4122,0.1321
6689,Thecc1EG021051t1,Gorai.009G267300.1,0.0412,0.3958,0.104
6690,Thecc1EG021053t1,Gorai.006G255300.1,0.0229,0.3425,0.067
6691,Thecc1EG021062t1,Gorai.006G073900.1,0.0415,0.3949,0.105
6692,Thecc1EG021065t1,Gorai.006G255400.1,0.0413,0.7597,0.0543
6693,Thecc1EG021066t1,Gorai.006G074200.1,0.0852,0.726,0.1174
6694,Thecc1EG021067t1,Gorai.011G181100.1,0.026,0.3324,0.0783
6695,Thecc1EG021069t1,Gorai.006G255500.1,0.0477,0.5028,0.0949
6696,Thecc1EG021070t1,Gorai.006G074300.1,0.0225,0.287,0.0782
6697,Thecc1EG021071t1,Gorai.006G255600.1,0.0301,0.4204,0.0716
6698,Thecc1EG021072t1,Gorai.006G255700.1,0.0208,0.3487,0.0596
6699,Thecc1EG021073t1,Gorai.011G181200.1,0.0233,0.7666,0.0304
6700,Thecc1EG021075t1,Gorai.006G255800.1,0.0319,1.6307,0.0195
6701,Thecc1EG021076t1,Gorai.006G255900.1,0.0379,0.5286,0.0718
6702,Thecc1EG021077t1,Gorai.006G256000.1,0.0471,0.4426,0.1065
6703,Thecc1EG021079t1,Gorai.006G074400.1,0.053,0.682,0.0777
6704,Thecc1EG021082t1,Gorai.005G056100.1,0.0344,0.4577,0.0751
6705,Thecc1EG021084t1,Gorai.011G181800.1,0.0199,0.3646,0.0546
6706,Thecc1EG021087t1,Gorai.011G181900.1,0.0266,0.2781,0.0955
6707,Thecc1EG021088t1,Gorai.011G182000.1,0.0503,0.8448,0.0596
6708,Thecc1EG021089t1,Gorai.011G182100.1,0.0641,1.0283,0.0623
6709,Thecc1EG021091t1,Gorai.006G074600.1,0.0418,0.5383,0.0777
6710,Thecc1EG021092t1,Gorai.005G056200.1,0.0594,0.4124,0.144
6711,Thecc1EG021093t1,Gorai.006G256400.1,0.067,0.6582,0.1018
6712,Thecc1EG021097t1,Gorai.005G056300.1,0.0415,0.6432,0.0646
6713,Thecc1EG046779t1,Gorai.011G183400.1,0.0423,0.4364,0.0968
6714,Thecc1EG021101t1,Gorai.005G056500.1,0.0471,0.3519,0.1339
6715,Thecc1EG021102t1,Gorai.011G183900.1,0.0267,0.4197,0.0637
6716,Thecc1EG021104t1,Gorai.006G256800.1,0.0254,0.6981,0.0364
6717,Thecc1EG021107t1,Gorai.011G184200.1,0.0116,0.444,0.0261
6718,Thecc1EG021108t1,Gorai.011G184400.1,0.0702,0.8814,0.0796
6719,Thecc1EG021111t1,Gorai.005G056600.1,0.0883,5.0934,0.0173
6720,Thecc1EG021112t1,Gorai.005G056700.1,0.045,0.3929,0.1144
6721,Thecc1EG021113t1,Gorai.002G026800.1,0.0459,0.4857,0.0945
6722,Thecc1EG021114t1,Gorai.011G184800.1,0.0528,0.5465,0.0966
6723,Thecc1EG021115t1,Gorai.011G184900.1,0.0535,0.4335,0.1235
6724,Thecc1EG021116t1,Gorai.006G075000.1,0.0428,0.4139,0.1034
6725,Thecc1EG021117t1,Gorai.006G075100.1,0.0321,0.5569,0.0577
6726,Thecc1EG021118t1,Gorai.006G257000.1,0.0434,0.4959,0.0876
6727,Thecc1EG021120t1,Gorai.011G185300.1,0.0289,0.359,0.0806
6728,Thecc1EG021121t1,Gorai.011G185400.1,0.0536,0.8604,0.0623
6729,Thecc1EG021123t1,Gorai.011G185500.1,0.0549,0.4297,0.1277
6730,Thecc1EG021126t1,Gorai.005G057100.1,0.0217,0.3665,0.0593
6731,Thecc1EG021130t1,Gorai.001G253500.1,0.0437,0.6114,0.0714
6732,Thecc1EG021131t1,Gorai.006G075300.1,0.056,0.4569,0.1225
6733,Thecc1EG021132t1,Gorai.006G075400.1,0.032,0.4946,0.0647
6734,Thecc1EG021133t1,Gorai.011G185700.1,0.0335,0.4013,0.0836
6735,Thecc1EG021134t1,Gorai.011G185800.1,0.0236,0.3759,0.0627
6736,Thecc1EG021135t1,Gorai.011G185900.1,0.0358,0.4443,0.0806
6737,Thecc1EG021137t1,Gorai.011G186100.1,0.0864,0.6213,0.1391
6738,Thecc1EG021140t1,Gorai.011G186200.1,0.034,0.5902,0.0576
6739,Thecc1EG021141t1,Gorai.005G057400.1,0.0587,0.5485,0.1071
6740,Thecc1EG021145t1,Gorai.006G257600.1,0.0424,0.518,0.0818
6741,Thecc1EG021150t1,Gorai.005G057700.1,0.0256,0.2858,0.0894
6742,Thecc1EG021151t1,Gorai.011G187000.1,0.0103,0.3314,0.031
6743,Thecc1EG021152t1,Gorai.011G187100.1,0.0185,0.4,0.0463
6744,Thecc1EG021155t1,Gorai.006G264600.1,0.031,0.4403,0.0704
6745,Thecc1EG021157t1,Gorai.011G187600.1,0.0128,0.3013,0.0426
6746,Thecc1EG021158t1,Gorai.011G187800.1,0.0564,0.5465,0.1031
6747,Thecc1EG021159t1,Gorai.011G187900.1,0.0077,0.3233,0.0237
6748,Thecc1EG021160t1,Gorai.011G188000.1,0.0371,0.3514,0.1057
6749,Thecc1EG021162t1,Gorai.011G188100.1,0.0224,0.4797,0.0466
6750,Thecc1EG021164t1,Gorai.005G058700.1,0.0582,1.5913,0.0366
6751,Thecc1EG021166t1,Gorai.002G027000.1,0.0264,0.4153,0.0635
6752,Thecc1EG021168t1,Gorai.005G058900.1,0.0267,0.364,0.0732
6753,Thecc1EG046784t1,Gorai.005G059100.1,0.0374,0.7425,0.0504
6754,Thecc1EG046785t1,Gorai.011G188600.1,0.0275,0.3257,0.0846
6755,Thecc1EG021180t1,Gorai.011G188700.1,0.0472,0.4105,0.1151
6756,Thecc1EG021181t1,Gorai.006G075800.1,0.0691,0.7851,0.088
6757,Thecc1EG021182t1,Gorai.011G188800.1,0.0313,0.3469,0.0903
6758,Thecc1EG021183t1,Gorai.006G075900.1,0.0078,0.3683,0.0211
6759,Thecc1EG021184t1,Gorai.005G059400.1,0.1167,0.6371,0.1832
6760,Thecc1EG021188t1,Gorai.005G059600.1,0.0423,0.4529,0.0935
6761,Thecc1EG021189t1,Gorai.005G059700.1,0.0225,0.3233,0.0696
6762,Thecc1EG021191t1,Gorai.006G263800.1,0.0295,1.0877,0.0271
6763,Thecc1EG021193t1,Gorai.002G028000.1,0.0188,0.7767,0.0242
6764,Thecc1EG021198t1,Gorai.011G189500.1,0.0247,0.5917,0.0418
6765,Thecc1EG021200t1,Gorai.011G189700.1,0.0289,0.3785,0.0764
6766,Thecc1EG021201t1,Gorai.006G263200.1,0.034,0.4518,0.0753
6767,Thecc1EG021206t1,Gorai.011G190200.1,0.0591,1.1098,0.0533
6768,Thecc1EG021207t1,Gorai.005G060400.1,0.0191,0.5298,0.0361
6769,Thecc1EG021209t1,Gorai.011G190500.1,0.0649,0.5058,0.1284
6770,Thecc1EG021210t1,Gorai.006G262500.1,0.0707,0.5566,0.127
6771,Thecc1EG021211t1,Gorai.005G060500.1,0.0519,0.4209,0.1233
6772,Thecc1EG021212t1,Gorai.006G262300.1,0.0264,0.5831,0.0452
6773,Thecc1EG021213t1,Gorai.005G060600.1,0.0294,0.3545,0.083
6774,Thecc1EG021214t1,Gorai.011G190600.1,0.0424,0.4585,0.0924
6775,Thecc1EG021215t1,Gorai.006G262200.1,0.0202,0.3336,0.0604
6776,Thecc1EG021222t1,Gorai.011G191000.1,0.0354,0.3872,0.0914
6777,Thecc1EG021223t1,Gorai.005G060800.1,0.0355,0.53,0.0669
6778,Thecc1EG021224t1,Gorai.011G191100.1,0.0369,0.9895,0.0373
6779,Thecc1EG021226t1,Gorai.006G261800.1,0.0543,0.82,0.0662
6780,Thecc1EG021228t1,Gorai.005G060900.1,0.013,0.2694,0.0482
6781,Thecc1EG021231t1,Gorai.006G076400.1,0.0078,0.3357,0.0234
6782,Thecc1EG021233t1,Gorai.011G191400.1,0.0389,0.7545,0.0516
6783,Thecc1EG021234t1,Gorai.011G191500.1,0.0502,0.7471,0.0672
6784,Thecc1EG021236t1,Gorai.011G191600.1,0.0426,0.5865,0.0726
6785,Thecc1EG021238t1,Gorai.006G076600.1,0.0283,0.3991,0.071
6786,Thecc1EG021239t1,Gorai.006G076700.1,0.0438,0.4423,0.0991
6787,Thecc1EG021242t1,Gorai.011G192200.1,0.0313,0.394,0.0794
6788,Thecc1EG046789t1,Gorai.006G261300.1,0.0413,0.5231,0.079
6789,Thecc1EG046790t1,Gorai.005G061500.1,0.0445,0.5549,0.0802
6790,Thecc1EG021244t1,Gorai.002G028600.1,0.0134,0.4228,0.0318
6791,Thecc1EG021245t1,Gorai.011G192300.1,0.056,0.5362,0.1044
6792,Thecc1EG021248t1,Gorai.005G061600.1,0.0511,0.6722,0.076
6793,Thecc1EG021249t1,Gorai.002G028700.1,0.0621,0.6801,0.0913
6794,Thecc1EG021250t1,Gorai.005G061700.1,0.0237,0.4541,0.0523
6795,Thecc1EG021252t1,Gorai.005G061800.1,0.0302,0.3754,0.0805
6796,Thecc1EG021260t1,Gorai.005G061900.1,0.0709,0.8511,0.0833
6797,Thecc1EG046791t1,Gorai.011G193300.1,0.0634,0.6324,0.1003
6798,Thecc1EG046792t1,Gorai.006G260400.1,0.0309,0.5654,0.0546
6799,Thecc1EG021262t1,Gorai.011G193400.1,0.0272,0.4267,0.0638
6800,Thecc1EG021264t1,Gorai.011G193600.1,0.0426,0.5709,0.0746
6801,Thecc1EG021265t1,Gorai.011G193700.1,0.0322,0.6333,0.0509
6802,Thecc1EG021267t1,Gorai.002G028800.1,0.0233,0.3171,0.0734
6803,Thecc1EG021268t1,Gorai.005G062200.1,0.0417,0.5446,0.0766
6804,Thecc1EG021269t1,Gorai.002G028900.1,0.025,0.5524,0.0453
6805,Thecc1EG021270t1,Gorai.006G077000.1,0.0257,0.4644,0.0554
6806,Thecc1EG021271t1,Gorai.006G077100.1,0.0935,0.7813,0.1196
6807,Thecc1EG021272t1,Gorai.006G077200.1,0.0356,0.3803,0.0937
6808,Thecc1EG021273t1,Gorai.006G077300.1,0.0212,0.3568,0.0595
6809,Thecc1EG021274t1,Gorai.006G077400.1,0.0393,0.7894,0.0498
6810,Thecc1EG021275t1,Gorai.006G077500.1,0.0366,0.351,0.1044
6811,Thecc1EG021276t1,Gorai.005G062300.1,0.0403,0.9918,0.0406
6812,Thecc1EG021280t1,Gorai.011G194600.1,0.032,0.3803,0.0843
6813,Thecc1EG021296t1,Gorai.006G077600.1,0.0184,0.6054,0.0304
6814,Thecc1EG021297t1,Gorai.006G077900.1,0.0334,0.4204,0.0795
6815,Thecc1EG021300t1,Gorai.006G259700.1,0.0304,0.5812,0.0522
6816,Thecc1EG021301t1,Gorai.005G065200.1,0.0373,0.5498,0.0679
6817,Thecc1EG021303t1,Gorai.005G065300.1,0.0267,0.4755,0.0562
6818,Thecc1EG021304t1,Gorai.006G259600.1,0.0744,2.1081,0.0353
6819,Thecc1EG021307t1,Gorai.005G065400.1,0.0199,0.3814,0.0522
6820,Thecc1EG021309t1,Gorai.011G195900.1,0.0459,0.7647,0.06
6821,Thecc1EG021310t1,Gorai.011G195800.1,0.0252,0.371,0.0679
6822,Thecc1EG021312t1,Gorai.006G078000.1,0.0455,0.6766,0.0672
6823,Thecc1EG021314t1,Gorai.011G195300.1,0.0346,0.434,0.0798
6824,Thecc1EG021318t1,Gorai.011G195100.1,0.0544,0.7135,0.0762
6825,Thecc1EG021319t1,Gorai.006G078500.1,0.0205,0.3692,0.0555
6826,Thecc1EG021320t1,Gorai.011G194800.1,0.0425,0.4503,0.0944
6827,Thecc1EG021321t1,Gorai.011G194700.1,0.0553,0.6833,0.0809
6828,Thecc1EG021322t1,Gorai.006G078600.1,0.0432,0.5746,0.0753
6829,Thecc1EG021323t1,Gorai.011G198100.1,0.0308,0.6501,0.0474
6830,Thecc1EG021324t1,Gorai.011G198200.1,0.0265,0.5635,0.0471
6831,Thecc1EG021325t1,Gorai.011G198400.1,0.0316,0.4607,0.0685
6832,Thecc1EG021327t1,Gorai.006G079000.1,0.0393,0.3937,0.0998
6833,Thecc1EG021331t1,Gorai.006G259300.1,0.0162,0.3732,0.0433
6834,Thecc1EG021332t1,Gorai.005G066100.1,0.0349,0.3213,0.1086
6835,Thecc1EG021335t1,Gorai.006G259100.1,0.0669,0.6418,0.1043
6836,Thecc1EG021337t1,Gorai.011G199400.1,0.0216,0.4688,0.046
6837,Thecc1EG021339t1,Gorai.002G030000.1,0.0039,0.4144,0.0094
6838,Thecc1EG021341t1,Gorai.006G079300.1,0.0333,0.3426,0.0972
6839,Thecc1EG021343t1,Gorai.006G259000.1,0.0349,0.7122,0.049
6840,Thecc1EG021347t1,Gorai.006G079800.1,0.0541,1.2153,0.0445
6841,Thecc1EG021348t1,Gorai.006G258900.1,0.046,0.5813,0.0792
6842,Thecc1EG021351t1,Gorai.005G066300.1,0.0704,0.771,0.0913
6843,Thecc1EG021352t1,Gorai.011G199600.1,0.0227,0.3967,0.0571
6844,Thecc1EG021353t1,Gorai.005G066400.1,0.0307,0.4311,0.0712
6845,Thecc1EG021354t1,Gorai.005G066500.1,0.0763,0.9829,0.0776
6846,Thecc1EG021356t1,Gorai.006G258600.1,0.0559,0.9411,0.0594
6847,Thecc1EG021357t1,Gorai.005G066700.1,0.0134,0.3616,0.0371
6848,Thecc1EG021358t1,Gorai.006G258500.1,0.0301,0.3561,0.0846
6849,Thecc1EG021361t1,Gorai.005G066900.1,0.026,0.4564,0.0569
6850,Thecc1EG021362t1,Gorai.011G199800.1,0.028,0.4216,0.0664
6851,Thecc1EG021363t1,Gorai.011G199900.1,0.0554,0.4983,0.1113
6852,Thecc1EG021367t1,Gorai.005G067100.1,0.0673,0.806,0.0835
6853,Thecc1EG021368t1,Gorai.002G030100.1,0.034,0.4689,0.0726
6854,Thecc1EG021369t1,Gorai.011G200000.1,0.0485,1.0068,0.0482
6855,Thecc1EG021371t1,Gorai.002G030200.1,0.0075,0.2802,0.0269
6856,Thecc1EG021372t1,Gorai.011G200200.1,0.0183,0.3959,0.0462
6857,Thecc1EG021374t1,Gorai.006G258400.1,0.0277,0.4923,0.0564
6858,Thecc1EG021377t1,Gorai.002G030400.1,0.0489,1.2109,0.0404
6859,Thecc1EG021378t1,Gorai.011G200600.1,0.0565,0.6777,0.0833
6860,Thecc1EG021381t1,Gorai.011G200700.1,0.041,0.7326,0.0559
6861,Thecc1EG021382t1,Gorai.005G093700.1,0.061,0.544,0.1121
6862,Thecc1EG021383t1,Gorai.006G258000.1,0.0566,5.5125,0.0103
6863,Thecc1EG021386t1,Gorai.011G200900.1,0.0224,0.3325,0.0675
6864,Thecc1EG021387t1,Gorai.011G201000.1,0.0386,0.8451,0.0456
6865,Thecc1EG021388t1,Gorai.011G201500.1,0.0236,0.3729,0.0632
6866,Thecc1EG021395t1,Gorai.005G067800.1,0.0625,0.3814,0.1639
6867,Thecc1EG021398t1,Gorai.002G030800.1,0.0173,0.4126,0.042
6868,Thecc1EG021400t1,Gorai.005G068100.1,0.0421,0.735,0.0573
6869,Thecc1EG021402t1,Gorai.005G068200.1,0.035,0.6663,0.0525
6870,Thecc1EG021403t1,Gorai.011G201900.1,0.0236,0.3144,0.075
6871,Thecc1EG021404t1,Gorai.005G068300.1,0.068,0.3844,0.1769
6872,Thecc1EG021405t1,Gorai.002G030900.1,0.0258,0.3818,0.0676
6873,Thecc1EG021407t1,Gorai.002G031000.1,0.0614,0.6419,0.0957
6874,Thecc1EG021408t1,Gorai.002G031100.1,0.0725,1.457,0.0498
6875,Thecc1EG021412t1,Gorai.005G068400.1,0.0624,0.4191,0.1488
6876,Thecc1EG021413t1,Gorai.011G202300.1,0.1731,85.7103,0.002
6877,Thecc1EG021414t1,Gorai.006G080400.1,0.0477,0.6175,0.0773
6878,Thecc1EG021415t1,Gorai.011G202400.1,0.022,0.3688,0.0597
6879,Thecc1EG021416t1,Gorai.011G202500.1,0.0504,0.5034,0.1001
6880,Thecc1EG021417t1,Gorai.002G031400.1,0.0517,0.6422,0.0805
6881,Thecc1EG021419t1,Gorai.011G202600.1,0.0448,0.5346,0.0839
6882,Thecc1EG021420t1,Gorai.011G202700.1,0.0409,0.3885,0.1053
6883,Thecc1EG021424t1,Gorai.005G068800.1,0.0434,0.887,0.0489
6884,Thecc1EG021425t1,Gorai.002G031600.1,0.0647,0.6406,0.1011
6885,Thecc1EG021426t1,Gorai.006G080600.1,0.0483,0.5603,0.0862
6886,Thecc1EG021427t1,Gorai.006G080700.1,0.031,0.3448,0.0899
6887,Thecc1EG021432t1,Gorai.011G203600.1,0.0191,0.3648,0.0524
6888,Thecc1EG021433t1,Gorai.011G203900.1,0.0236,0.7869,0.03
6889,Thecc1EG021434t1,Gorai.006G265700.1,0.0244,0.3222,0.0758
6890,Thecc1EG021435t1,Gorai.005G069100.1,0.0205,0.3351,0.0611
6891,Thecc1EG021436t1,Gorai.005G069200.1,0.0227,0.3376,0.0671
6892,Thecc1EG021440t1,Gorai.005G069300.1,0.0486,0.5424,0.0896
6893,Thecc1EG021441t1,Gorai.005G069400.1,0.0113,0.3245,0.0349
6894,Thecc1EG021442t1,Gorai.005G069500.1,0.0168,0.3972,0.0423
6895,Thecc1EG021443t1,Gorai.005G069600.1,0.0296,0.2719,0.1087
6896,Thecc1EG021446t1,Gorai.011G204400.1,0.0291,0.3184,0.0915
6897,Thecc1EG021450t1,Gorai.006G266100.1,0.0344,0.7726,0.0446
6898,Thecc1EG021451t1,Gorai.005G070100.1,0.0092,0.4795,0.0193
6899,Thecc1EG021453t1,Gorai.005G070200.1,0.0233,0.2661,0.0875
6900,Thecc1EG021455t1,Gorai.005G070400.1,0.0626,0.4388,0.1426
6901,Thecc1EG021457t1,Gorai.002G031800.1,0.0323,0.3345,0.0966
6902,Thecc1EG021458t1,Gorai.005G070600.1,0.0279,0.4197,0.0665
6903,Thecc1EG021459t1,Gorai.006G081100.1,0.0299,0.5153,0.0579
6904,Thecc1EG021462t1,Gorai.005G070800.1,0.0471,0.3026,0.1556
6905,Thecc1EG021463t1,Gorai.005G070900.1,0.0307,0.2889,0.1062
6906,Thecc1EG021465t1,Gorai.011G204600.1,0.0407,0.5726,0.0712
6907,Thecc1EG021466t1,Gorai.006G266300.1,0.0467,1.1565,0.0404
6908,Thecc1EG021467t1,Gorai.006G081200.1,0.0436,0.2961,0.1471
6909,Thecc1EG021468t1,Gorai.011G204700.1,0.0334,0.3592,0.0929
6910,Thecc1EG021469t1,Gorai.005G071000.1,0.0231,0.4099,0.0563
6911,Thecc1EG021471t1,Gorai.006G081300.1,0.0345,0.3373,0.1024
6912,Thecc1EG021472t1,Gorai.011G204800.1,0.0589,0.432,0.1364
6913,Thecc1EG021480t1,Gorai.003G064800.1,0.0341,0.4324,0.079
6914,Thecc1EG021481t1,Gorai.011G205100.1,0.0153,0.4147,0.0369
6915,Thecc1EG021482t1,Gorai.005G071400.1,0.0387,0.3743,0.1033
6916,Thecc1EG021485t1,Gorai.005G071600.1,0.0157,0.317,0.0494
6917,Thecc1EG021487t1,Gorai.002G032000.1,0.0171,0.2963,0.0578
6918,Thecc1EG021488t1,Gorai.005G071800.1,0.0179,0.2726,0.0658
6919,Thecc1EG021489t1,Gorai.002G032100.1,0.0164,0.3507,0.0467
6920,Thecc1EG021491t1,Gorai.005G071900.1,0.0236,0.3743,0.063
6921,Thecc1EG021493t1,Gorai.006G266600.1,0.0392,0.6543,0.06
6922,Thecc1EG021495t1,Gorai.005G072500.1,0.0343,0.6267,0.0548
6923,Thecc1EG021496t1,Gorai.005G072600.1,0.0202,0.2632,0.0767
6924,Thecc1EG021497t1,Gorai.011G205600.1,0.0282,0.353,0.0799
6925,Thecc1EG021498t1,Gorai.006G081600.1,0.0233,0.5037,0.0463
6926,Thecc1EG021499t1,Gorai.005G072700.1,0.0831,1.0413,0.0798
6927,Thecc1EG021500t1,Gorai.006G266700.1,0.0435,0.3874,0.1123
6928,Thecc1EG021501t1,Gorai.005G072800.1,0.032,0.3428,0.0935
6929,Thecc1EG021502t1,Gorai.005G073000.1,0.0301,0.3656,0.0824
6930,Thecc1EG021503t1,Gorai.010G220000.1,0.0509,0.5318,0.0958
