Grai	kirkii	kokia
Gorai.006G144800.1	maker-SEQ_393-augustus-gene-83.44-mRNA-1	maker-SEQ_124999-augustus-gene-0.7-mRNA-1
Gorai.006G145100.1	maker-SEQ_393-snap-gene-83.56-mRNA-1	maker-SEQ_126147-augustus-gene-0.12-mRNA-1
Gorai.006G145200.1	maker-SEQ_393-augustus-gene-83.43-mRNA-1	maker-SEQ_126147-augustus-gene-0.11-mRNA-1
Gorai.006G145300.1	maker-SEQ_393-augustus-gene-83.42-mRNA-1	genemark-SEQ_122047-processed-gene-0.4-mRNA-1
Gorai.006G145800.1	maker-SEQ_393-augustus-gene-82.73-mRNA-1	genemark-SEQ_129949-processed-gene-1.20-mRNA-1
Gorai.006G146100.1	maker-SEQ_393-augustus-gene-82.78-mRNA-1	maker-SEQ_129949-augustus-gene-1.79-mRNA-1
Gorai.006G146200.1	maker-SEQ_393-snap-gene-82.91-mRNA-1	maker-SEQ_129949-augustus-gene-1.78-mRNA-1
Gorai.006G146400.1	augustus_masked-SEQ_393-processed-gene-82.7-mRNA-1	maker-SEQ_129949-augustus-gene-1.71-mRNA-1
Gorai.006G146500.1	augustus_masked-SEQ_393-processed-gene-82.6-mRNA-1	maker-SEQ_129949-augustus-gene-1.70-mRNA-1
Gorai.006G146700.1	maker-SEQ_393-snap-gene-82.83-mRNA-1	augustus_masked-SEQ_129949-processed-gene-1.46-mRNA-1
Gorai.006G146800.1	maker-SEQ_393-snap-gene-82.81-mRNA-1	maker-SEQ_129949-augustus-gene-1.68-mRNA-1
Gorai.006G146900.1	maker-SEQ_393-augustus-gene-82.76-mRNA-1	genemark-SEQ_129949-processed-gene-1.27-mRNA-1
Gorai.006G147000.1	maker-SEQ_393-augustus-gene-82.75-mRNA-1	augustus_masked-SEQ_129949-processed-gene-1.59-mRNA-1
Gorai.006G147400.1	maker-SEQ_393-snap-gene-81.96-mRNA-1	maker-SEQ_129949-augustus-gene-1.74-mRNA-1
Gorai.006G147500.1	maker-SEQ_393-snap-gene-81.95-mRNA-1	maker-SEQ_129949-augustus-gene-1.73-mRNA-1
Gorai.006G147600.1	maker-SEQ_393-augustus-gene-81.77-mRNA-1	maker-SEQ_129949-augustus-gene-1.67-mRNA-1
Gorai.006G148000.1	maker-SEQ_393-augustus-gene-81.80-mRNA-1	genemark-SEQ_129949-processed-gene-0.16-mRNA-1
Gorai.006G148500.1	augustus_masked-SEQ_393-processed-gene-80.10-mRNA-1	genemark-SEQ_121696-processed-gene-0.4-mRNA-1
Gorai.006G148600.1	maker-SEQ_393-snap-gene-80.83-mRNA-1	maker-SEQ_121696-augustus-gene-0.12-mRNA-1
Gorai.006G148900.1	augustus_masked-SEQ_393-processed-gene-80.6-mRNA-1	augustus_masked-SEQ_122871-processed-gene-0.10-mRNA-1
Gorai.006G149000.1	genemark-SEQ_393-processed-gene-80.21-mRNA-1	augustus_masked-SEQ_122871-processed-gene-0.11-mRNA-1
Gorai.006G149100.1	maker-SEQ_393-augustus-gene-80.76-mRNA-1	genemark-SEQ_126053-processed-gene-0.9-mRNA-1
Gorai.006G149300.1	maker-SEQ_393-snap-gene-79.86-mRNA-1	maker-SEQ_126053-augustus-gene-0.59-mRNA-1
Gorai.006G149600.1	maker-SEQ_393-snap-gene-79.82-mRNA-1	maker-SEQ_126053-augustus-gene-0.56-mRNA-1
Gorai.006G149700.1	maker-SEQ_393-augustus-gene-79.65-mRNA-1	maker-SEQ_126053-augustus-gene-0.55-mRNA-1
Gorai.006G149900.1	maker-SEQ_393-snap-gene-79.78-mRNA-1	maker-SEQ_126053-augustus-gene-0.54-mRNA-1
Gorai.006G150000.1	augustus_masked-SEQ_393-processed-gene-79.7-mRNA-1	augustus_masked-SEQ_126053-processed-gene-0.37-mRNA-1
Gorai.006G150100.1	augustus_masked-SEQ_393-processed-gene-79.3-mRNA-1	augustus_masked-SEQ_126053-processed-gene-0.36-mRNA-1
Gorai.006G150900.1	augustus_masked-SEQ_393-processed-gene-78.1-mRNA-1	augustus_masked-SEQ_129925-processed-gene-0.34-mRNA-1
Gorai.006G151400.1	maker-SEQ_393-augustus-gene-77.84-mRNA-1	maker-SEQ_120432-augustus-gene-0.15-mRNA-1
Gorai.006G152000.1	maker-SEQ_393-snap-gene-77.95-mRNA-1	genemark-SEQ_112692-processed-gene-0.1-mRNA-1
Gorai.006G152400.1	augustus_masked-SEQ_393-processed-gene-77.12-mRNA-1	augustus_masked-SEQ_112692-processed-gene-0.25-mRNA-1
Gorai.006G152700.1	maker-SEQ_393-augustus-gene-77.72-mRNA-1	maker-SEQ_112692-augustus-gene-0.48-mRNA-1
Gorai.006G152900.1	genemark-SEQ_393-processed-gene-76.35-mRNA-1	maker-SEQ_112692-augustus-gene-0.41-mRNA-1
Gorai.006G153100.1	maker-SEQ_393-snap-gene-76.79-mRNA-1	maker-SEQ_112692-augustus-gene-0.43-mRNA-1
Gorai.006G153700.1	maker-SEQ_393-snap-gene-76.71-mRNA-1	maker-SEQ_130010-augustus-gene-0.40-mRNA-1
Gorai.006G154200.1	maker-SEQ_393-augustus-gene-76.63-mRNA-1	maker-SEQ_130010-augustus-gene-0.37-mRNA-1
Gorai.006G154300.1	genemark-SEQ_393-processed-gene-76.16-mRNA-1	genemark-SEQ_130010-processed-gene-0.13-mRNA-1
Gorai.006G154600.1	augustus_masked-SEQ_393-processed-gene-75.17-mRNA-1	maker-SEQ_130010-augustus-gene-0.39-mRNA-1
Gorai.006G154800.1	augustus_masked-SEQ_393-processed-gene-75.11-mRNA-1	genemark-SEQ_130010-processed-gene-0.15-mRNA-1
Gorai.006G155600.1	genemark-SEQ_393-processed-gene-75.29-mRNA-1	genemark-SEQ_130010-processed-gene-1.2-mRNA-1
Gorai.006G155700.1	augustus_masked-SEQ_393-processed-gene-75.13-mRNA-1	augustus_masked-SEQ_130010-processed-gene-1.29-mRNA-1
Gorai.006G156000.1	maker-SEQ_393-snap-gene-75.86-mRNA-1	augustus_masked-SEQ_130010-processed-gene-1.38-mRNA-1
Gorai.006G156100.1	maker-SEQ_393-augustus-gene-75.74-mRNA-1	augustus_masked-SEQ_130010-processed-gene-1.40-mRNA-1
Gorai.006G156200.1	augustus_masked-SEQ_393-processed-gene-74.18-mRNA-1	augustus_masked-SEQ_130010-processed-gene-1.41-mRNA-1
Gorai.006G156400.1	snap_masked-SEQ_393-processed-gene-74.41-mRNA-1	augustus_masked-SEQ_130010-processed-gene-1.33-mRNA-1
Gorai.006G156500.1	maker-SEQ_393-augustus-gene-74.50-mRNA-1	maker-SEQ_130010-augustus-gene-1.45-mRNA-1
Gorai.006G156600.1	augustus_masked-SEQ_393-processed-gene-74.23-mRNA-1	genemark-SEQ_130010-processed-gene-1.12-mRNA-1
Gorai.006G156700.1	maker-SEQ_393-augustus-gene-74.49-mRNA-1	maker-SEQ_130010-augustus-gene-1.46-mRNA-1
Gorai.006G157100.1	genemark-SEQ_393-processed-gene-74.7-mRNA-1	genemark-SEQ_130010-processed-gene-2.3-mRNA-1
Gorai.006G157500.1	maker-SEQ_393-snap-gene-74.53-mRNA-1	maker-SEQ_130010-augustus-gene-2.59-mRNA-1
Gorai.006G157800.1	augustus_masked-SEQ_393-processed-gene-73.9-mRNA-1	augustus_masked-SEQ_130010-processed-gene-2.51-mRNA-1
Gorai.006G158200.1	augustus_masked-SEQ_393-processed-gene-73.6-mRNA-1	augustus_masked-SEQ_126260-processed-gene-0.29-mRNA-1
Gorai.006G158300.1	maker-SEQ_393-snap-gene-73.69-mRNA-1	augustus_masked-SEQ_126260-processed-gene-0.28-mRNA-1
Gorai.006G159500.1	snap_masked-SEQ_393-processed-gene-72.52-mRNA-1	genemark-SEQ_118251-processed-gene-0.6-mRNA-1
Gorai.006G159600.1	snap_masked-SEQ_393-processed-gene-72.51-mRNA-1	genemark-SEQ_118251-processed-gene-0.7-mRNA-1
Gorai.006G159700.1	maker-SEQ_393-augustus-gene-72.66-mRNA-1	maker-SEQ_118251-augustus-gene-0.29-mRNA-1
Gorai.006G160000.1	genemark-SEQ_393-processed-gene-72.30-mRNA-1	augustus_masked-SEQ_118251-processed-gene-0.17-mRNA-1
Gorai.006G160100.1	maker-SEQ_393-snap-gene-72.79-mRNA-1	augustus_masked-SEQ_118251-processed-gene-0.18-mRNA-1
Gorai.006G160200.1	maker-SEQ_393-augustus-gene-72.70-mRNA-1	maker-SEQ_118251-augustus-gene-0.26-mRNA-1
Gorai.006G160500.1	maker-SEQ_393-snap-gene-71.60-mRNA-1	genemark-SEQ_124235-processed-gene-0.29-mRNA-1
Gorai.006G160600.1	maker-SEQ_393-snap-gene-71.55-mRNA-1	augustus_masked-SEQ_124235-processed-gene-0.43-mRNA-1
Gorai.006G160900.1	augustus_masked-SEQ_393-processed-gene-71.3-mRNA-1	genemark-SEQ_124235-processed-gene-0.11-mRNA-1
Gorai.006G161000.1	maker-SEQ_393-snap-gene-71.54-mRNA-1	augustus_masked-SEQ_124235-processed-gene-0.39-mRNA-1
Gorai.006G161200.1	snap_masked-SEQ_393-processed-gene-71.30-mRNA-1	genemark-SEQ_124235-processed-gene-0.9-mRNA-1
Gorai.006G162200.1	maker-SEQ_393-augustus-gene-70.56-mRNA-1	maker-SEQ_124235-augustus-gene-0.58-mRNA-1
Gorai.006G162300.1	maker-SEQ_393-augustus-gene-70.63-mRNA-1	maker-SEQ_124235-augustus-gene-0.66-mRNA-1
Gorai.006G162500.1	maker-SEQ_393-augustus-gene-70.62-mRNA-1	maker-SEQ_124235-augustus-gene-0.65-mRNA-1
Gorai.006G162800.1	maker-SEQ_393-augustus-gene-70.60-mRNA-1	maker-SEQ_124235-augustus-gene-0.63-mRNA-1
Gorai.006G163900.1	maker-SEQ_393-augustus-gene-69.73-mRNA-1	augustus_masked-SEQ_116974-processed-gene-0.30-mRNA-1
Gorai.006G164000.1	augustus_masked-SEQ_393-processed-gene-69.11-mRNA-1	augustus_masked-SEQ_116974-processed-gene-0.29-mRNA-1
Gorai.006G164100.1	genemark-SEQ_393-processed-gene-69.29-mRNA-1	augustus_masked-SEQ_116974-processed-gene-0.31-mRNA-1
Gorai.006G164200.1	genemark-SEQ_393-processed-gene-69.20-mRNA-1	maker-SEQ_116974-augustus-gene-0.45-mRNA-1
Gorai.006G164300.1	maker-SEQ_393-snap-gene-69.78-mRNA-1	maker-SEQ_116974-augustus-gene-0.46-mRNA-1
Gorai.006G164400.1	genemark-SEQ_393-processed-gene-69.28-mRNA-1	augustus_masked-SEQ_116974-processed-gene-0.32-mRNA-1
Gorai.006G164500.1	maker-SEQ_393-snap-gene-69.77-mRNA-1	maker-SEQ_116974-augustus-gene-0.47-mRNA-1
Gorai.006G165000.1	maker-SEQ_393-snap-gene-68.92-mRNA-1	maker-SEQ_116974-augustus-gene-0.50-mRNA-1
Gorai.006G165100.1	augustus_masked-SEQ_393-processed-gene-68.10-mRNA-1	genemark-SEQ_116974-processed-gene-0.24-mRNA-1
Gorai.006G165200.1	maker-SEQ_393-augustus-gene-68.78-mRNA-1	maker-SEQ_116974-augustus-gene-0.51-mRNA-1
Gorai.006G165500.1	augustus_masked-SEQ_393-processed-gene-68.7-mRNA-1	genemark-SEQ_130043-processed-gene-0.8-mRNA-1
Gorai.006G165600.1	augustus_masked-SEQ_393-processed-gene-68.16-mRNA-1	augustus_masked-SEQ_130043-processed-gene-0.19-mRNA-1
Gorai.006G165900.1	maker-SEQ_393-augustus-gene-68.74-mRNA-1	maker-SEQ_130043-augustus-gene-0.36-mRNA-1
Gorai.006G166200.1	maker-SEQ_393-augustus-gene-67.60-mRNA-1	maker-SEQ_130043-augustus-gene-0.38-mRNA-1
Gorai.006G166300.1	maker-SEQ_393-augustus-gene-67.65-mRNA-1	genemark-SEQ_130043-processed-gene-0.3-mRNA-1
Gorai.006G166400.1	maker-SEQ_393-augustus-gene-67.64-mRNA-1	maker-SEQ_130043-augustus-gene-0.33-mRNA-1
Gorai.006G167000.1	augustus_masked-SEQ_393-processed-gene-67.8-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.43-mRNA-1
Gorai.006G167100.1	maker-SEQ_393-augustus-gene-67.58-mRNA-1	genemark-SEQ_129948-processed-gene-1.1-mRNA-1
Gorai.006G167500.1	maker-SEQ_393-augustus-gene-67.56-mRNA-1	maker-SEQ_129948-augustus-gene-1.90-mRNA-1
Gorai.006G167600.1	maker-SEQ_393-augustus-gene-66.59-mRNA-1	maker-SEQ_129948-augustus-gene-1.92-mRNA-1
Gorai.006G167700.1	maker-SEQ_393-snap-gene-66.74-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.47-mRNA-1
Gorai.006G167900.1	maker-SEQ_393-snap-gene-66.73-mRNA-1	maker-SEQ_129948-augustus-gene-1.79-mRNA-1
Gorai.006G168300.1	maker-SEQ_393-augustus-gene-66.61-mRNA-1	maker-SEQ_129948-augustus-gene-1.82-mRNA-1
Gorai.006G168400.1	maker-SEQ_393-snap-gene-66.67-mRNA-1	maker-SEQ_129948-augustus-gene-1.93-mRNA-1
Gorai.006G168500.1	augustus_masked-SEQ_393-processed-gene-66.25-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.65-mRNA-1
Gorai.006G168600.1	maker-SEQ_393-snap-gene-66.69-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.53-mRNA-1
Gorai.006G168900.1	snap_masked-SEQ_393-processed-gene-65.55-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.70-mRNA-1
Gorai.006G169000.1	maker-SEQ_393-augustus-gene-65.70-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.71-mRNA-1
Gorai.006G169400.1	maker-SEQ_393-augustus-gene-65.72-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.56-mRNA-1
Gorai.006G169600.1	genemark-SEQ_393-processed-gene-65.33-mRNA-1	genemark-SEQ_129948-processed-gene-1.19-mRNA-1
Gorai.006G169800.1	augustus_masked-SEQ_393-processed-gene-65.3-mRNA-1	augustus_masked-SEQ_129948-processed-gene-1.74-mRNA-1
Gorai.006G170200.1	genemark-SEQ_393-processed-gene-64.34-mRNA-1	genemark-SEQ_122084-processed-gene-0.5-mRNA-1
Gorai.006G170700.1	genemark-SEQ_393-processed-gene-64.31-mRNA-1	genemark-SEQ_122084-processed-gene-0.2-mRNA-1
Gorai.006G170800.1	maker-SEQ_393-augustus-gene-64.83-mRNA-1	maker-SEQ_122084-augustus-gene-0.34-mRNA-1
Gorai.006G170900.1	maker-SEQ_393-augustus-gene-64.75-mRNA-1	maker-SEQ_122084-augustus-gene-0.29-mRNA-1
Gorai.006G171000.1	augustus_masked-SEQ_393-processed-gene-64.4-mRNA-1	augustus_masked-SEQ_122084-processed-gene-0.14-mRNA-1
Gorai.006G171200.1	maker-SEQ_393-snap-gene-64.93-mRNA-1	maker-SEQ_122083-augustus-gene-0.7-mRNA-1
Gorai.006G171400.1	augustus_masked-SEQ_393-processed-gene-64.11-mRNA-1	augustus_masked-SEQ_122083-processed-gene-0.6-mRNA-1
Gorai.006G171600.1	augustus_masked-SEQ_393-processed-gene-64.2-mRNA-1	augustus_masked-SEQ_111262-processed-gene-0.3-mRNA-1
Gorai.006G171700.1	maker-SEQ_393-snap-gene-64.90-mRNA-1	augustus_masked-SEQ_127777-processed-gene-0.3-mRNA-1
Gorai.006G171900.1	maker-SEQ_393-augustus-gene-63.74-mRNA-1	maker-SEQ_124998-augustus-gene-0.11-mRNA-1
Gorai.006G172000.1	augustus_masked-SEQ_393-processed-gene-63.7-mRNA-1	maker-SEQ_124998-augustus-gene-0.14-mRNA-1
Gorai.006G172200.1	maker-SEQ_393-augustus-gene-63.73-mRNA-1	maker-SEQ_124998-augustus-gene-0.13-mRNA-1
Gorai.006G172300.1	maker-SEQ_393-augustus-gene-63.72-mRNA-1	maker-SEQ_130405-augustus-gene-0.40-mRNA-1
Gorai.006G172600.1	maker-SEQ_393-augustus-gene-63.67-mRNA-1	maker-SEQ_130405-augustus-gene-0.33-mRNA-1
Gorai.006G172800.1	maker-SEQ_393-augustus-gene-61.73-mRNA-1	augustus_masked-SEQ_124609-processed-gene-0.12-mRNA-1
Gorai.006G172900.1	maker-SEQ_393-augustus-gene-61.75-mRNA-1	genemark-SEQ_124609-processed-gene-0.3-mRNA-1
Gorai.006G173000.1	maker-SEQ_393-augustus-gene-61.72-mRNA-1	maker-SEQ_124609-augustus-gene-0.20-mRNA-1
Gorai.006G173500.1	maker-SEQ_393-augustus-gene-61.70-mRNA-1	maker-SEQ_128987-augustus-gene-0.19-mRNA-1
Gorai.006G173700.1	maker-SEQ_393-augustus-gene-61.69-mRNA-1	maker-SEQ_128987-augustus-gene-0.18-mRNA-1
Gorai.006G173800.1	augustus_masked-SEQ_393-processed-gene-61.2-mRNA-1	augustus_masked-SEQ_128987-processed-gene-0.10-mRNA-1
Gorai.006G173900.1	augustus_masked-SEQ_393-processed-gene-61.1-mRNA-1	augustus_masked-SEQ_128987-processed-gene-0.9-mRNA-1
Gorai.006G174300.1	augustus_masked-SEQ_393-processed-gene-60.15-mRNA-1	maker-SEQ_122740-augustus-gene-0.19-mRNA-1
Gorai.006G174500.1	maker-SEQ_393-snap-gene-60.78-mRNA-1	maker-SEQ_122740-augustus-gene-0.16-mRNA-1
Gorai.006G174800.1	maker-SEQ_393-augustus-gene-60.62-mRNA-1	maker-SEQ_129939-augustus-gene-0.73-mRNA-1
Gorai.006G175100.1	maker-SEQ_393-augustus-gene-60.67-mRNA-1	maker-SEQ_129939-augustus-gene-0.82-mRNA-1
Gorai.006G175200.1	maker-SEQ_393-snap-gene-60.75-mRNA-1	maker-SEQ_129939-augustus-gene-0.72-mRNA-1
Gorai.006G175800.1	maker-SEQ_393-snap-gene-60.81-mRNA-1	maker-SEQ_129939-augustus-gene-0.80-mRNA-1
Gorai.006G175900.1	maker-SEQ_393-snap-gene-60.72-mRNA-1	augustus_masked-SEQ_129939-processed-gene-0.42-mRNA-1
Gorai.006G176400.1	augustus_masked-SEQ_393-processed-gene-59.6-mRNA-1	genemark-SEQ_117810-processed-gene-0.1-mRNA-1
Gorai.006G176500.1	genemark-SEQ_393-processed-gene-59.37-mRNA-1	genemark-SEQ_117810-processed-gene-0.8-mRNA-1
Gorai.006G176700.1	genemark-SEQ_393-processed-gene-59.25-mRNA-1	genemark-SEQ_118309-processed-gene-0.16-mRNA-1
Gorai.006G177200.1	augustus_masked-SEQ_393-processed-gene-59.10-mRNA-1	augustus_masked-SEQ_118309-processed-gene-0.66-mRNA-1
Gorai.006G177400.1	snap_masked-SEQ_393-processed-gene-59.47-mRNA-1	genemark-SEQ_118309-processed-gene-0.32-mRNA-1
Gorai.006G177600.1	maker-SEQ_393-augustus-gene-59.70-mRNA-1	maker-SEQ_118309-augustus-gene-0.82-mRNA-1
Gorai.006G177800.1	augustus_masked-SEQ_393-processed-gene-58.7-mRNA-1	maker-SEQ_118309-augustus-gene-0.70-mRNA-1
Gorai.006G177900.1	maker-SEQ_393-snap-gene-58.89-mRNA-1	maker-SEQ_118309-augustus-gene-0.81-mRNA-1
Gorai.006G178000.1	genemark-SEQ_393-processed-gene-58.39-mRNA-1	maker-SEQ_118309-augustus-gene-0.80-mRNA-1
Gorai.006G178100.1	maker-SEQ_393-snap-gene-58.87-mRNA-1	maker-SEQ_118309-augustus-gene-0.79-mRNA-1
Gorai.006G178300.1	maker-SEQ_393-augustus-gene-58.69-mRNA-1	maker-SEQ_118309-augustus-gene-0.69-mRNA-1
Gorai.006G178400.1	augustus_masked-SEQ_393-processed-gene-58.11-mRNA-1	maker-SEQ_118309-augustus-gene-0.78-mRNA-1
Gorai.006G178800.1	maker-SEQ_393-augustus-gene-58.74-mRNA-1	maker-SEQ_118309-augustus-gene-0.75-mRNA-1
Gorai.006G178900.1	snap_masked-SEQ_393-processed-gene-58.44-mRNA-1	maker-SEQ_118309-augustus-gene-0.74-mRNA-1
Gorai.006G179100.1	augustus_masked-SEQ_393-processed-gene-58.0-mRNA-1	augustus_masked-SEQ_118309-processed-gene-0.40-mRNA-1
Gorai.006G179200.1	maker-SEQ_393-augustus-gene-57.83-mRNA-1	maker-SEQ_118309-augustus-gene-0.73-mRNA-1
Gorai.006G179300.1	genemark-SEQ_393-processed-gene-57.33-mRNA-1	maker-SEQ_118309-augustus-gene-0.68-mRNA-1
Gorai.006G179700.1	maker-SEQ_393-augustus-gene-57.72-mRNA-1	maker-SEQ_130417-augustus-gene-3.63-mRNA-1
Gorai.006G180000.1	maker-SEQ_393-augustus-gene-57.80-mRNA-1	maker-SEQ_130417-augustus-gene-3.68-mRNA-1
Gorai.006G180100.1	maker-SEQ_393-augustus-gene-57.70-mRNA-1	maker-SEQ_130417-augustus-gene-3.60-mRNA-1
Gorai.006G180200.1	maker-SEQ_393-augustus-gene-57.79-mRNA-1	maker-SEQ_130417-augustus-gene-3.67-mRNA-1
Gorai.006G180500.1	maker-SEQ_393-augustus-gene-57.69-mRNA-1	maker-SEQ_130417-augustus-gene-3.59-mRNA-1
Gorai.006G180700.1	maker-SEQ_393-augustus-gene-56.82-mRNA-1	genemark-SEQ_130417-processed-gene-3.7-mRNA-1
Gorai.006G180900.1	maker-SEQ_393-augustus-gene-56.87-mRNA-1	maker-SEQ_122031-augustus-gene-0.19-mRNA-1
Gorai.006G181100.1	maker-SEQ_393-augustus-gene-56.81-mRNA-1	maker-SEQ_122031-augustus-gene-0.18-mRNA-1
Gorai.006G181900.1	snap_masked-SEQ_393-processed-gene-56.65-mRNA-1	augustus_masked-SEQ_122937-processed-gene-0.35-mRNA-1
Gorai.006G182000.1	maker-SEQ_393-augustus-gene-56.77-mRNA-1	maker-SEQ_122937-augustus-gene-0.42-mRNA-1
Gorai.006G182400.1	maker-SEQ_393-snap-gene-56.89-mRNA-1	maker-SEQ_122937-augustus-gene-0.40-mRNA-1
Gorai.006G182500.1	maker-SEQ_393-augustus-gene-56.74-mRNA-1	maker-SEQ_122937-augustus-gene-0.39-mRNA-1
Gorai.006G182700.1	maker-SEQ_393-augustus-gene-55.64-mRNA-1	maker-SEQ_122937-augustus-gene-0.38-mRNA-1
Gorai.006G182900.1	genemark-SEQ_393-processed-gene-55.23-mRNA-1	genemark-SEQ_122937-processed-gene-0.3-mRNA-1
Gorai.006G183000.1	genemark-SEQ_393-processed-gene-55.32-mRNA-1	genemark-SEQ_122937-processed-gene-0.12-mRNA-1
Gorai.006G183100.1	augustus_masked-SEQ_393-processed-gene-55.4-mRNA-1	maker-SEQ_129958-augustus-gene-0.58-mRNA-1
Gorai.006G183200.1	maker-SEQ_393-augustus-gene-55.67-mRNA-1	maker-SEQ_129958-augustus-gene-0.69-mRNA-1
Gorai.006G183300.1	maker-SEQ_393-augustus-gene-55.66-mRNA-1	maker-SEQ_129958-augustus-gene-0.68-mRNA-1
Gorai.006G183400.1	maker-SEQ_393-augustus-gene-55.61-mRNA-1	maker-SEQ_129958-augustus-gene-0.57-mRNA-1
Gorai.006G183600.1	augustus_masked-SEQ_393-processed-gene-55.0-mRNA-1	augustus_masked-SEQ_129958-processed-gene-0.32-mRNA-1
Gorai.006G183700.1	maker-SEQ_393-augustus-gene-55.65-mRNA-1	maker-SEQ_129958-augustus-gene-0.67-mRNA-1
Gorai.006G183800.1	maker-SEQ_393-augustus-gene-54.94-mRNA-1	maker-SEQ_129958-augustus-gene-0.66-mRNA-1
Gorai.006G184200.1	maker-SEQ_393-snap-gene-54.103-mRNA-1	maker-SEQ_129957-augustus-gene-0.33-mRNA-1
Gorai.006G184300.1	augustus_masked-SEQ_393-processed-gene-54.6-mRNA-1	augustus_masked-SEQ_129957-processed-gene-0.27-mRNA-1
Gorai.006G184500.1	genemark-SEQ_393-processed-gene-54.29-mRNA-1	maker-SEQ_129957-augustus-gene-0.35-mRNA-1
Gorai.006G184700.1	maker-SEQ_393-augustus-gene-54.84-mRNA-1	maker-SEQ_129957-augustus-gene-0.36-mRNA-1
Gorai.006G185000.1	augustus_masked-SEQ_393-processed-gene-54.9-mRNA-1	augustus_masked-SEQ_122648-processed-gene-0.10-mRNA-1
Gorai.006G185100.1	maker-SEQ_393-snap-gene-54.99-mRNA-1	maker-SEQ_122648-augustus-gene-0.15-mRNA-1
Gorai.006G185700.1	augustus_masked-SEQ_393-processed-gene-53.7-mRNA-1	maker-SEQ_130127-augustus-gene-0.40-mRNA-1
Gorai.006G185800.1	maker-SEQ_393-augustus-gene-53.70-mRNA-1	maker-SEQ_130127-augustus-gene-0.43-mRNA-1
Gorai.006G185900.1	maker-SEQ_393-augustus-gene-53.67-mRNA-1	maker-SEQ_130127-augustus-gene-0.38-mRNA-1
Gorai.006G186700.1	maker-SEQ_393-augustus-gene-53.62-mRNA-1	maker-SEQ_129677-augustus-gene-0.45-mRNA-1
Gorai.006G186800.1	maker-SEQ_393-snap-gene-52.91-mRNA-1	maker-SEQ_129677-augustus-gene-0.44-mRNA-1
Gorai.006G186900.1	maker-SEQ_393-augustus-gene-52.76-mRNA-1	maker-SEQ_129677-augustus-gene-0.42-mRNA-1
Gorai.006G187000.1	maker-SEQ_393-snap-gene-52.97-mRNA-1	maker-SEQ_129677-augustus-gene-0.52-mRNA-1
Gorai.006G187100.1	maker-SEQ_393-snap-gene-52.89-mRNA-1	maker-SEQ_129677-augustus-gene-0.40-mRNA-1
Gorai.006G187300.1	genemark-SEQ_393-processed-gene-52.41-mRNA-1	maker-SEQ_129677-augustus-gene-0.50-mRNA-1
Gorai.006G187400.1	genemark-SEQ_393-processed-gene-52.30-mRNA-1	maker-SEQ_129677-augustus-gene-0.39-mRNA-1
Gorai.006G187800.1	maker-SEQ_367-augustus-gene-106.74-mRNA-1	maker-SEQ_130215-augustus-gene-1.65-mRNA-1
Gorai.006G187900.1	maker-SEQ_367-augustus-gene-106.75-mRNA-1	augustus_masked-SEQ_130215-processed-gene-1.43-mRNA-1
Gorai.006G188000.1	maker-SEQ_367-snap-gene-106.90-mRNA-1	maker-SEQ_130215-augustus-gene-1.63-mRNA-1
Gorai.006G188100.1	augustus_masked-SEQ_367-processed-gene-106.12-mRNA-1	augustus_masked-SEQ_130215-processed-gene-1.41-mRNA-1
Gorai.006G188300.1	maker-SEQ_367-snap-gene-106.83-mRNA-1	genemark-SEQ_130215-processed-gene-1.25-mRNA-1
Gorai.006G188600.1	maker-SEQ_367-augustus-gene-107.54-mRNA-1	maker-SEQ_130215-augustus-gene-1.58-mRNA-1
Gorai.006G188700.1	maker-SEQ_367-augustus-gene-107.49-mRNA-1	maker-SEQ_130215-augustus-gene-1.74-mRNA-1
Gorai.006G188800.1	maker-SEQ_367-augustus-gene-107.50-mRNA-1	maker-SEQ_130215-augustus-gene-1.73-mRNA-1
Gorai.006G188900.1	maker-SEQ_367-augustus-gene-107.55-mRNA-1	genemark-SEQ_121227-processed-gene-0.0-mRNA-1
Gorai.006G189100.1	maker-SEQ_367-augustus-gene-107.53-mRNA-1	augustus_masked-SEQ_128010-processed-gene-0.15-mRNA-1
Gorai.006G189300.1	genemark-SEQ_367-processed-gene-107.30-mRNA-1	genemark-SEQ_128010-processed-gene-0.12-mRNA-1
Gorai.006G189400.1	maker-SEQ_367-snap-gene-108.84-mRNA-1	genemark-SEQ_128010-processed-gene-0.5-mRNA-1
Gorai.006G189500.1	genemark-SEQ_367-processed-gene-108.20-mRNA-1	maker-SEQ_128010-augustus-gene-1.49-mRNA-1
Gorai.006G189600.1	maker-SEQ_367-snap-gene-108.96-mRNA-1	genemark-SEQ_128010-processed-gene-1.20-mRNA-1
Gorai.006G189700.1	maker-SEQ_367-augustus-gene-108.76-mRNA-1	genemark-SEQ_128010-processed-gene-1.11-mRNA-1
Gorai.006G189900.1	maker-SEQ_367-augustus-gene-108.77-mRNA-1	maker-SEQ_128010-augustus-gene-1.52-mRNA-1
